City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,kardla,58.9978,22.7492,277.43,78,17,5.76,EE,1711593628
363,acarau,-2.8856,-40.12,297.41,90,100,3.92,BR,1711593628
364,faya-largeau,17.9257,19.1043,301.14,10,74,5.07,TD,1711593628
365,shinas,24.7433,56.4658,294.29,61,0,2.72,OM,1711593628
366,borovskiy,57.041,65.7202,275.37,91,100,4.29,RU,1711593628
367,chui,-33.6971,-53.4616,290.31,81,100,2.74,UY,1711593628
368,howard springs,-12.497,131.047,305.86,58,95,2.63,AU,1711593629
369,kletskaya,49.3145,43.0584,274.93,89,1,4.39,RU,1711593629
370,beli,7.8587,10.9719,298.5,18,99,1.54,NG,1711593629
371,san patricio,28.017,-97.5169,292.07,59,1,4.03,US,1711593629
372,launceston,-41.45,147.1667,293.95,49,2,2.57,AU,1711593629
373,corabia,43.7833,24.5,282.47,95,98,3.45,RO,1711593629
374,mount gambier,-37.8333,140.7667,293.29,53,54,3.9,AU,1711593556
375,hassi messaoud,31.6804,6.0729,289.07,27,0,2.06,DZ,1711593629
376,cody,44.5263,-109.0565,278.82,50,100,6.71,US,1711593466
377,sitka,57.0531,-135.33,285.09,50,0,0.0,US,1711593630
378,daru,-9.0763,143.2092,304.01,65,86,2.97,PG,1711593630
379,schwarzenfeld,49.3894,12.1397,277.81,92,100,3.13,DE,1711593630
380,el calafate,-50.3408,-72.2768,283.02,86,43,1.16,AR,1711593630
381,emerald,-23.5333,148.1667,302.23,62,100,5.9,AU,1711593630
382,viljandi,58.3639,25.59,278.14,73,85,3.71,EE,1711593631
383,salinas,36.6777,-121.6555,287.38,86,100,3.6,US,1711593591
384,namibe,-15.1961,12.1522,301.08,73,100,1.2,AO,1711593631
385,buta,2.7858,24.73,294.02,98,82,0.48,CD,1711593631
386,oum hadjer,13.2954,19.6966,301.17,15,78,3.04,TD,1711593631
387,juan rodriguez clara,17.9833,-95.4083,295.09,79,7,5.86,MX,1711593631
388,dampit,-8.2116,112.7493,301.85,67,96,2.11,ID,1711593631
389,arawa,-6.2132,155.5367,303.23,73,97,1.53,PG,1711593632
390,arraial do cabo,-22.9661,-42.0278,296.66,89,100,1.28,BR,1711593632
391,panaba,21.2833,-88.2667,297.63,90,8,3.12,MX,1711593632
392,palikir - national government center,6.9248,158.1611,303.62,79,100,4.12,FM,1711593632
393,puerto asis,0.5133,-76.5007,296.29,95,70,0.94,CO,1711593632
394,sylva,58.0348,56.7635,269.8,95,100,3.75,RU,1711593632
395,tangalle,6.024,80.7911,301.24,73,95,3.66,LK,1711593632
396,rikaze,29.25,88.8833,280.7,40,59,1.95,CN,1711593633
397,crane,31.3974,-102.3501,288.43,14,0,3.11,US,1711593633
398,vyaz'ma,55.2104,34.2951,274.01,91,100,3.22,RU,1711593633
399,ketchikan,55.3422,-131.6461,282.23,76,0,3.6,US,1711593633
400,mont-joli,48.5839,-68.1921,274.87,100,100,2.06,CA,1711593633
401,berezovyy,51.6667,135.7,276.34,56,100,1.67,RU,1711593633
402,hobyo,5.3505,48.5268,301.39,70,93,8.01,SO,1711593634
403,seubersdorf,49.1621,11.6271,277.19,95,75,0.0,DE,1711593634
404,sunrise manor,36.2111,-115.0731,295.38,18,0,6.71,US,1711593634
405,castillos,-34.1667,-53.8333,289.82,82,88,2.47,UY,1711593634
406,lorengau,-2.0226,147.2712,301.89,78,64,1.8,PG,1711593634
407,dalandzadgad,43.5708,104.425,281.25,19,74,11.74,MN,1711593634
408,taoudenni,22.6783,-3.9836,293.65,16,0,1.85,ML,1711593634
409,cidreira,-30.1811,-50.2056,295.96,84,57,6.87,BR,1711593634
410,yeraliyev,43.2,51.65,281.59,80,80,6.32,KZ,1711593635
411,maceio,-9.6658,-35.7353,298.84,94,20,1.54,BR,1711593543
412,katsuura,35.1333,140.3,286.61,61,100,6.27,JP,1711593635
413,huayin,34.5675,110.0921,294.08,24,39,3.93,CN,1711593635
414,nemuro,43.3236,145.575,274.76,68,2,3.23,JP,1711593635
415,vredendal,-31.6683,18.5012,289.98,81,0,0.35,ZA,1711593635
416,mar del plata,-38.0023,-57.5575,294.16,88,100,0.89,AR,1711593610
417,kupang,-10.1667,123.5833,304.47,84,40,1.03,ID,1711593635
418,kerema,-7.9631,145.7785,303.17,70,99,3.38,PG,1711593635
419,adam,22.3756,57.5233,291.35,42,0,3.96,OM,1711593636
420,qoryooley,1.7878,44.53,299.91,82,64,4.32,SO,1711593636
421,nueva gerona,21.8833,-82.8,299.17,80,0,2.9,CU,1711593636
422,cimin,39.7101,39.7021,276.19,93,75,1.03,TR,1711593636
423,iskateley,67.6803,53.1512,254.83,99,100,2.68,RU,1711593636
424,langepas,61.2544,75.2124,265.16,92,100,5.91,RU,1711593636
425,carutapera,-1.195,-46.02,297.74,95,89,1.48,BR,1711593636
426,yerofey pavlovich,53.9667,121.9667,269.18,92,100,5.21,RU,1711593636
427,aquiraz,-3.9014,-38.3911,299.36,92,100,5.07,BR,1711593637
428,pisco,-13.7,-76.2167,296.18,83,0,5.66,PE,1711593637
429,fairbanks,64.8378,-147.7164,277.34,61,100,2.06,US,1711593413
430,general conesa,-40.1,-64.4333,290.16,51,2,3.67,AR,1711593637
431,trumann,35.6737,-90.5073,281.64,64,77,2.22,US,1711593637
432,keyser,39.4409,-78.9739,285.89,93,100,0.89,US,1711593638
433,port saint john's,-31.6229,29.5448,294.63,90,100,2.14,ZA,1711593638
434,selkirk,50.1436,-96.8845,267.19,65,100,1.79,CA,1711593453
435,arrifes,37.7667,-25.7,282.29,71,75,8.75,PT,1711593638
436,las khorey,11.1595,48.1967,300.53,83,25,1.96,SO,1711593638
437,pelabuhanratu,-6.9875,106.5514,302.21,72,86,0.89,ID,1711593638
438,geraldton,-28.7667,114.6,301.38,34,0,2.06,AU,1711593638
439,sokoni,-6.4333,39.55,300.64,80,12,1.71,TZ,1711593638
440,tobol'sk,58.2,68.2667,275.71,89,100,5.36,RU,1711593639
441,ha giang,22.8333,104.9833,301.3,68,71,1.61,VN,1711593639
442,guangyuan,32.442,105.823,293.92,40,0,0.15,CN,1711593639
443,fort st. john,56.2499,-120.8529,276.09,41,75,3.6,CA,1711593355
444,ushibukamachi,32.1906,130.0228,287.9,74,100,11.21,JP,1711593639
445,caleta de carquin,-11.0925,-77.6267,295.62,87,26,4.25,PE,1711593639
446,traralgon,-38.1833,146.5333,297.38,33,8,0.78,AU,1711593343
447,nguigmi,14.2495,13.1092,298.44,16,99,4.95,NE,1711593639
448,quiberon,47.4841,-3.1196,281.86,71,64,16.57,FR,1711593639
449,volgograd,48.7194,44.5018,273.58,80,0,7.0,RU,1711593640
450,bayanaul,50.7889,75.6956,278.57,76,98,1.46,KZ,1711593640
451,ambon,-3.6954,128.1814,305.23,62,40,2.06,ID,1711593640
452,miri,4.4148,114.0089,303.23,84,40,1.03,MY,1711593498
453,tabou,4.423,-7.3528,299.87,92,1,2.28,CI,1711593640
454,buala,-8.145,159.5921,302.33,78,73,1.59,SB,1711593640
455,anna regina,7.2644,-58.5077,299.71,76,16,3.17,GY,1711593640
456,mojo,8.6,39.1167,289.8,87,99,1.58,ET,1711593640
457,bardai,11.65,7.2333,298.25,11,61,3.53,NG,1711593640
458,mandalgovi,45.7625,106.2708,275.91,30,94,12.39,MN,1711593641
459,labytnangi,66.6572,66.4183,253.76,97,100,1.77,RU,1711593641
460,olyokminsk,60.3736,120.4264,260.1,75,100,4.52,RU,1711593641
461,merizo village,13.2658,144.6691,304.46,83,28,4.41,GU,1711593641
462,novohrad-volynskyi,50.5941,27.6165,279.08,69,29,7.0,UA,1711593641
463,uliastay,47.7417,96.8444,271.94,54,92,0.41,MN,1711593641
464,kasongo-lunda,-6.4667,16.8167,295.12,98,100,1.14,CD,1711593641
465,marsa alam,25.0757,34.8918,294.6,45,1,1.0,EG,1711593453
466,mana,5.6592,-53.7767,299.35,88,38,4.0,GF,1711593642
467,northam,51.0333,-4.2167,275.59,88,100,2.85,GB,1711593642
468,yoloten,37.2989,62.3597,282.97,59,34,2.65,TM,1711593642
469,as sulayyil,20.4607,45.5779,292.29,66,31,4.35,SA,1711593642
470,notodden,59.5594,9.2585,278.71,92,100,1.96,NO,1711593642
471,san rafael,-34.6177,-68.3301,294.16,62,14,1.4,AR,1711593426
472,shiqian,27.5225,108.2281,293.51,69,100,0.76,CN,1711593642
473,zhicheng,30.2956,111.5047,296.06,54,4,0.56,CN,1711593642
474,timimoun,29.2639,0.231,285.36,17,0,2.57,DZ,1711593642
475,estes park,40.3772,-105.5217,275.22,57,23,0.89,US,1711593450
476,selfoss,63.9331,-20.9971,269.27,52,0,6.52,IS,1711593643
477,flin flon,54.7682,-101.865,259.31,97,57,1.86,CA,1711593643
478,fengcheng,40.4536,124.0717,280.07,90,100,2.65,CN,1711593643
479,wotje,9.4543,170.2367,300.56,77,78,8.34,MH,1711593643
480,christchurch,-43.5333,172.6333,285.05,66,75,6.17,NZ,1711593576
481,ballina,-28.8667,153.5667,300.25,58,66,3.84,AU,1711593508
482,kununurra,-15.7667,128.7333,304.14,70,40,3.09,AU,1711593382
483,n'dalatando,-9.2978,14.9116,293.46,93,100,1.47,AO,1711593644
484,satipo,-11.2522,-74.6386,293.93,94,58,1.09,PE,1711593644
485,richfield,44.8833,-93.283,270.27,62,100,6.69,US,1711593608
486,san luis de la loma,17.2706,-100.8939,295.08,72,2,0.77,MX,1711593644
487,beau vallon,-20.4189,57.6953,297.28,83,75,2.06,MU,1711593644
488,sheridan,44.8333,-106.9173,278.36,46,0,0.89,US,1711593644
489,vif,45.05,5.6667,282.6,92,100,3.5,FR,1711593644
490,tafuna,-14.3358,-170.72,302.12,84,75,1.03,AS,1711593644
491,nakskov,54.8373,11.1284,279.34,88,100,4.53,DK,1711593645
492,novyy urgal,51.0736,132.5642,276.5,69,100,5.36,RU,1711593645
493,anzio,41.4853,12.6179,287.21,73,51,3.76,IT,1711593645
494,ironwood,46.4547,-90.171,267.9,79,100,9.26,US,1711593645
495,awjilah,29.1081,21.2869,295.33,40,97,10.61,LY,1711593645
496,rongelap,11.1635,166.8941,300.17,79,50,8.24,MH,1711593645
497,sao jose da coroa grande,-8.8978,-35.1478,299.02,83,96,0.86,BR,1711593645
498,kolonia town,6.964,158.206,304.21,79,100,4.12,FM,1711593645
499,ghadamis,30.1337,9.5007,287.2,25,0,2.13,LY,1711593645
500,chokwe,-24.5333,32.9833,292.65,91,3,1.49,MZ,1711593646
501,saldanha,-33.0117,17.9442,288.18,91,0,4.24,ZA,1711593646
502,umea,63.8284,20.2597,273.11,93,75,1.03,SE,1711593646
503,chake chake,-5.2459,39.7666,299.13,84,39,0.85,TZ,1711593646
504,tanaina,61.6269,-149.4281,276.56,93,100,2.06,US,1711593646
505,kurchatov,51.6601,35.6521,274.38,89,96,3.07,RU,1711593646
506,nelson bay,-32.7167,152.15,298.18,87,19,7.15,AU,1711593408
507,lata,40.1629,-8.3327,283.19,96,100,1.92,PT,1711593646
508,sinjar,36.3209,41.8754,284.45,55,100,1.6,IQ,1711593646
509,galliano,29.4422,-90.2992,291.15,63,0,3.09,US,1711593647
510,ilam,26.9167,87.9167,291.4,73,96,1.05,NP,1711593647
511,laminusa,5.5549,120.9136,301.06,74,98,1.55,PH,1711593647
512,trairi,-3.2778,-39.2689,297.02,93,100,3.77,BR,1711593351
513,hauterive,46.0901,3.4459,281.57,88,92,6.62,FR,1711593647
514,antonina,-25.4286,-48.7119,294.97,94,100,0.89,BR,1711593647
515,molina,-35.1167,-71.2833,294.0,64,0,2.06,CL,1711593648
516,antalaha,-14.9003,50.2788,297.81,91,100,5.42,MG,1711593648
517,taltal,-25.4,-70.4833,292.96,80,25,0.24,CL,1711593648
518,peniche,39.3558,-9.3811,284.88,93,100,4.33,PT,1711593648
519,isangel,-19.55,169.2667,302.21,79,75,1.54,VU,1711593468
520,argo,37.6333,22.7333,290.81,53,100,1.15,GR,1711593648
521,monte argentario,42.4345,11.1195,283.04,100,69,5.14,IT,1711593648
522,onverwacht,5.5833,-55.1833,301.15,83,20,3.6,SR,1711593649
523,dodge city,37.7528,-100.0171,280.9,67,0,4.63,US,1711593649
524,jaicos,-7.3592,-41.1378,295.44,93,90,1.47,BR,1711593649
525,dryden,49.7833,-92.7503,264.31,86,100,5.14,CA,1711593649
526,pitimbu,-7.4706,-34.8086,298.48,84,100,1.89,BR,1711593649
527,abu dhabi,24.4667,54.3667,297.01,64,0,2.06,AE,1711593008
528,dolores,-36.3132,-57.6792,289.83,89,72,2.8,AR,1711593505
529,idri,27.5,13.2667,290.61,26,0,4.91,LY,1711593650
530,vorkuta,67.5,64.0,254.29,93,100,2.42,RU,1711593650
531,aguadilla,18.4275,-67.1541,297.79,80,0,0.45,PR,1711593650
532,mokolo,10.7398,13.8019,300.61,13,100,2.76,CM,1711593650
533,laayoune,27.1622,-13.2032,286.34,100,1,1.54,EH,1711593650
534,mirnyy,62.5353,113.9611,256.87,82,33,2.7,RU,1711593651
535,gwarzo,11.9152,7.9346,297.86,11,28,3.34,NG,1711593651
536,baker city,44.7749,-117.8344,278.99,84,100,3.6,US,1711593651
537,rampur,28.8167,79.0333,300.98,21,34,3.57,IN,1711593651
538,tazacorte,28.629,-17.9293,289.69,55,0,3.09,ES,1711593651
539,nyurba,63.2842,118.3319,257.02,81,32,2.5,RU,1711593651
540,pacasmayo,-7.4006,-79.5714,296.43,77,100,5.0,PE,1711593651
541,letterkenny,54.95,-7.7333,273.3,96,35,0.69,IE,1711593652
542,fisterra,42.9049,-9.2629,283.57,64,91,14.89,ES,1711593652
543,kismayo,-0.3582,42.5454,300.98,74,100,6.21,SO,1711593652
544,obubra,6.0752,8.329,300.71,82,100,1.78,NG,1711593652
545,turkmenbasy,40.0222,52.9552,282.58,93,40,3.09,TM,1711593652
546,markovo,57.3206,107.0881,262.29,72,89,1.78,RU,1711593652
547,jipijapa,-1.3333,-80.5833,297.67,83,32,1.04,EC,1711593652
548,road town,18.4167,-64.6167,297.17,73,20,4.63,VG,1711593652
549,tadine,-21.55,167.8833,299.83,73,28,8.01,NC,1711593652
550,bac lieu,9.285,105.7244,303.52,66,100,5.45,VN,1711593653
551,alo,7.4178,6.7371,301.82,73,100,2.06,NG,1711593653
552,raja,8.4596,25.678,297.43,18,85,1.24,SS,1711593653
553,flying fish cove,-10.4217,105.6791,300.97,74,40,5.14,CX,1711593653
554,hami,42.8,93.45,290.25,26,61,0.8,CN,1711593653
555,malango,-2.9627,119.9001,299.93,75,82,1.52,ID,1711593653
556,alto araguaia,-17.3147,-53.2153,292.8,94,100,2.09,BR,1711593653
557,nova olinda do norte,-3.8881,-59.0942,296.93,99,95,0.79,BR,1711593653
558,mejit,10.2753,170.8646,300.43,76,14,7.73,MH,1711593654
559,kapoeta,4.7717,33.5903,299.84,57,83,2.5,SS,1711593654
